Best: 38200.625 d 61799.375 d% 0.618 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.284s)
Best: 35168.620 d 9.054 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.422s)
Best: 35164.054 d 4.566 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.769s)
Best: 35164.054 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.331s)
Best: 35142.904 d 21.150 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.089s)
Best: 35140.991 d 1.913 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.514s)
Best: 35129.841 d 11.150 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.453s)
Best: 35124.771 d 5.069 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.662s)
Best: 35116.876 d 7.895 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.460s)
Best: 35110.027 d 6.849 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.513s)
Best: 35110.027 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.576s)
Best: 35109.153 d 0.874 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.268s)
Best: 35096.174 d 12.979 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.505s)
Best: 35090.591 d 5.583 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.579s)
Best: 35090.591 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 7.058s)
Best: 35071.327 d 19.264 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.429s)
Best: 35071.327 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.597s)
Best: 35071.327 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.175s)
Best: 35058.555 d 12.771 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.316s)
Best: 35058.555 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.582s)
Best: 35042.884 d 15.671 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.614s)
Best: 35036.296 d 6.588 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.639s)
Best: 35015.563 d 20.734 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.470s)
Best: 35004.426 d 11.137 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.310s)
Best: 34990.051 d 14.374 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.179s)
Best: 34983.696 d 6.356 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.780s)
Best: 34983.696 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.676s)
Best: 34967.353 d 16.343 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.614s)
Best: 34940.432 d 26.921 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.422s)
Best: 34940.432 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.903s)
Best: 34940.432 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.631s)
Best: 34940.432 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.929s)
Best: 34916.551 d 23.881 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.243s)
Best: 34916.551 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.493s)
Best: 34916.551 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.464s)
Best: 34914.390 d 2.161 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.646s)
Best: 34903.886 d 10.504 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.621s)
Best: 34903.886 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.668s)
Best: 34901.726 d 2.159 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.586s)
Best: 34901.726 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.164s)
Best: 34883.679 d 18.047 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.393s)
Best: 34853.970 d 29.709 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.669s)
Best: 34853.970 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.792s)
Best: 34853.970 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.477s)
Best: 34830.803 d 23.167 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.547s)
Best: 34830.803 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.462s)
Best: 34830.803 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.499s)
Best: 34824.872 d 5.931 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.463s)
Best: 34824.872 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.453s)
Best: 34815.809 d 9.062 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.168s)
Best: 34815.809 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.066s)
Best: 34814.798 d 1.011 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.521s)
Best: 34796.289 d 18.509 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.650s)
Best: 34796.289 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.510s)
Best: 34791.088 d 5.201 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.919s)
Best: 34787.319 d 3.769 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.798s)
Best: 34777.462 d 9.857 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.433s)
Best: 34777.462 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.106s)
Best: 34765.270 d 12.192 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.360s)
Best: 34765.270 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.518s)
Best: 34765.270 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.459s)
Best: 34750.733 d 14.538 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.643s)
Best: 34750.733 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.986s)
Best: 34743.039 d 7.693 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.258s)
Best: 34743.039 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.559s)
Best: 34739.350 d 3.689 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.606s)
Best: 34713.636 d 25.714 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.549s)
Best: 34713.636 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.473s)
Best: 34683.690 d 29.946 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.488s)
Best: 34683.690 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.491s)
Best: 34683.690 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.387s)
Best: 34683.690 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.939s)
Best: 34682.782 d 0.907 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.433s)
Best: 34682.782 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.684s)
Best: 34673.416 d 9.367 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.467s)
Best: 34666.902 d 6.514 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.620s)
Best: 34666.902 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.703s)
Best: 34662.708 d 4.193 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.798s)
Best: 34656.670 d 6.038 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.526s)
Best: 34656.670 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.134s)
Best: 34632.422 d 24.248 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.181s)
Best: 34632.344 d 0.078 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.554s)
Best: 34632.344 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.825s)
Best: 34624.323 d 8.021 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.377s)
Best: 34621.461 d 2.863 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.417s)
Best: 34611.051 d 10.409 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.630s)
Best: 34602.146 d 8.906 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.215s)
Best: 34602.146 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.473s)
Best: 34583.343 d 18.803 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.518s)
Best: 34583.343 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.463s)
Best: 34547.460 d 35.883 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.060s)
Best: 34542.381 d 5.079 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.611s)
Best: 34542.381 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.638s)
Best: 34542.381 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.246s)
Best: 34530.065 d 12.316 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.444s)
Best: 34530.065 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.063s)
Best: 34530.065 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.562s)
Best: 34524.599 d 5.466 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.550s)
Best: 34524.278 d 0.320 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.482s)
Best: 34490.584 d 33.694 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.471s)
Best: 34481.592 d 8.993 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.123s)
Best: 34475.215 d 6.377 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.460s)
Best: 34475.215 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.554s)
Best: 34475.215 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.510s)
Best: 34462.267 d 12.948 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.584s)
Best: 34462.267 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.278s)
Best: 34416.603 d 45.664 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.529s)
Best: 34416.603 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.048s)
Best: 34416.603 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.385s)
Best: 34416.603 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.955s)
Best: 34416.603 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.506s)
Best: 34416.603 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.943s)
Best: 34416.603 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.380s)
Best: 34405.834 d 10.769 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.298s)
Best: 34405.361 d 0.473 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.165s)
Best: 34373.658 d 31.703 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.514s)
Best: 34373.658 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.776s)
Best: 34373.658 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.233s)
Best: 34373.658 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.476s)
Best: 34373.658 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.247s)
Best: 34368.365 d 5.294 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.429s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.603s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.315s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.403s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.637s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.531s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.640s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.701s)
Best: 34368.365 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.787s)
Best: 34361.155 d 7.210 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.217s)
Best: 34361.155 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.491s)
Best: 34361.155 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.229s)
Best: 34361.155 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.269s)
Best: 34361.155 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.100s)
Best: 34361.155 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.399s)
Best: 34361.155 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.221s)
Best: 34351.742 d 9.413 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.591s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.599s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.501s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.560s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.559s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.702s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.179s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.475s)
Best: 34351.742 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.542s)
Best: 34351.053 d 0.689 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.607s)
Best: 34351.053 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.660s)
Best: 34345.771 d 5.282 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.432s)
Best: 34335.620 d 10.151 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.405s)
Best: 34296.699 d 38.921 d% 0.001 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.736s)
Best: 34296.699 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.573s)
Best: 34296.699 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.516s)
Best: 34296.699 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.281s)
Best: 34296.699 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.086s)
Best: 34285.845 d 10.853 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.472s)
Best: 34227.544 d 58.301 d% 0.002 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.557s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.166s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 5.956s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.411s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.440s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.912s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.658s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.536s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.147s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.444s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.168s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.538s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.698s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.464s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.516s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.128s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.426s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.603s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.245s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.99; dna rate 0.99) (time 6.660s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.496s)
Best: 34227.544 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.480s)
Best: 34212.109 d 15.435 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.447s)
Best: 34212.109 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.521s)
Best: 34194.979 d 17.130 d% 0.001 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.007s)
Best: 34183.061 d 11.918 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.954s)
Best: 34183.061 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.539s)
Best: 34181.653 d 1.407 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.529s)
Best: 34174.688 d 6.966 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.514s)
Best: 34166.986 d 7.702 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.502s)
Best: 34161.469 d 5.517 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.481s)
Best: 34154.667 d 6.801 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.521s)
Best: 34148.482 d 6.185 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.444s)
Best: 34145.238 d 3.244 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.185s)
Best: 34138.434 d 6.804 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.396s)
Best: 34137.846 d 0.588 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.532s)
Best: 34136.639 d 1.207 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.517s)
Best: 34126.131 d 10.509 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.596s)
Best: 34126.131 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.771s)
Best: 34125.788 d 0.343 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.474s)
Best: 34116.478 d 9.311 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.223s)
Best: 34116.478 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.904s)
Best: 34109.691 d 6.787 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.151s)
Best: 34109.496 d 0.195 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.141s)
Best: 34105.522 d 3.974 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.610s)
Best: 34103.529 d 1.993 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.465s)
Best: 34102.328 d 1.201 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.564s)
Best: 34097.589 d 4.739 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.411s)
Best: 34097.589 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.409s)
Best: 34095.877 d 1.712 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.496s)
Best: 34094.868 d 1.008 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.462s)
Best: 34094.139 d 0.729 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.293s)
Best: 34092.768 d 1.371 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.139s)
Best: 34092.623 d 0.145 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.701s)
Best: 34091.935 d 0.688 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.718s)
Best: 34091.069 d 0.866 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.537s)
Best: 34090.856 d 0.213 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.695s)
Best: 34090.856 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.503s)
Best: 34090.562 d 0.294 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.582s)
Best: 34090.203 d 0.360 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.452s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.455s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.137s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.500s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.505s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.442s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.633s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.482s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.383s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.115s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.446s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.169s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.568s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.719s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.481s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.539s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.141s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.565s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.139s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.461s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.070s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.551s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.473s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.644s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.399s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.492s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.851s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.512s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.716s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.449s)
Best: 34090.203 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.152s)
